"66 TAVISTOCK RD Toronto, ON",Downsview,899900
"#3 - 40 Hargrave Lane Toronto, ON",Toronto,1299000
"#409 - 2 Westney Rd Ajax, ON",Ajax,304900
"15278 Mccowan Rd Whitchurch-Stouffville, ON",Newmarket,1899000
"650 CABANA West Windsor, ON",Roseland,229900
"660 FRASER AVENUE Ottawa, ON",Carlingwood - McKellar Park - Laurentien View,739900
"1220 THORPE Road Burlington, ON",Burlington,0
"#811 - 2 ANNDALE DR Toronto, ON",Willowdale,588800
"29 PIERPONT PL Mississauga, ON",Mississauga,624900
"1324 Michigan Ave Sarnia, ON",Sarnia,569900
"#833 - 120 HARRISON GARDEN BLVD Toronto, ON",Willowdale,559000
"46 Wimbleton Rd Toronto, ON",Edenbridge - Humber Valley,2325000
"#B03 - 115 LEBOVIC AVE Toronto, ON",Toronto,339000
"10 Monarch Woods Drive Kitchener, ON",Doon South,647900
"N/A 4 .9 LUXTON WAY Shelburne, ON",Shelburne,90000
"39 NOBLETON AVENUE Ottawa, ON",Hunt Club,344900
"#110 - 1585 Markham Rd Toronto, ON",Malvern,409149
"386 MOCKINGBIRD DRIVE Orleans, ON",Orléans,357900
"#1601 - 505 St Laurent Boulevard Ottawa, ON",Rockcliffe - Manor Park,263000
"203 APPLEFORD Court Hamilton, ON",Fessenden,575888
"591 FREEPORT Street London, ON",Hyde Park,329888
"59 Homewood Ave Toronto, ON",Toronto,1598000
"4 Knaseboro St Mississauga, ON",Old Malton Village,619900
"832 /834/836 YORK STREET Cornwall, ON",Cornwall,169900
"3845 TACC DR Mississauga, ON",Erin Mills,889000
"#1603 - 208 Enfield Pl Mississauga, ON",Mississauga,379000
"115 Lochnaw  Private Ottawa, ON",New Barrhaven,419900
"12078-82 Riverside Dr Tecumseh, ON",Windsor,1680000
"718 Gerrard St Toronto, ON",Riverdale,899900
"400 COON HOLLOW TRAIL Cobden, ON",Cobden,779000
"6 Kingsford Crt Belleville, ON",Belleville,545000
"240 Sparks Street Ottawa, ON",Byward Market - Parliament Hill,110000
"90 GLEN PARK AVE Toronto, ON",Toronto,1395000
"742 Pam Cres Newmarket, ON",Newmarket,548000
"85 Oakdale St Garson, ON",Sudbury,224900
"236 Lakeshore Road Oakville, ON",Oakville,46
"#3007 - 120 HOMEWOOD AVE Toronto, ON",Toronto,569000
"#309 - 199 Front St St Belleville, ON",Belleville,291000
"#Lph906 - 1 DEER PARK CRES Toronto, ON",Toronto,890000
"129 Bridgeport Road E Waterloo, ON",Waterloo,450000
"32 KING Street Collingwood, ON",Collingwood,439000
"1500 Richmond St London, ON",Masonville,275000
"#211 - 270 WELLINGTON ST Toronto, ON",Toronto,449900
"845 GILLAN ROAD Renfrew, ON",Renfrew,399900
"45 Westmount Road Waterloo, ON",Waterloo,187900
"3445 DESSAINT ROAD Sarsfield, ON",Sarsfield,399900
"520 SOUTHWEST SHORE Road Perth, ON",Perth,299000
"2967  kennedy Road Toronto, ON",Milliken,4300000
"2 STARLIGHT Lane Meaford, ON",Thornbury,49900
"29 Windover Dr Minden, ON",Minden,65000
"123 PRINCE Street Deseronto, ON",Deseronto,224000
"3 HILLSMOUNT Road London, ON",Westmount,409750
"14 WOODVALE GREEN UNIT#D Ottawa, ON",Woodvale - Craig Henry - Manordale - Estates of Arlington Wo,169900
"58 DOULTON Street London, ON",East London,249900
"#1008 - 30 Heron&#39;s Hill Way Toronto, ON",Henry Farm,269000
"136 King St Clarington, ON",Bowmanville,120000
"136 Palmer Ave Richmond Hill, ON",Richmond Hill,1388000
"125 Garden Ave Richmond Hill, ON",Richmond Hill,2198000
"221 Racicot Dr Garson, ON",Sudbury,319000
"83 LITTLE BRIDGE STREET UNIT#10 Mississippi Mills, ON",Almonte,375000
"4164 Inglewood Drive Burlington, ON",Burlington,4998000
"#5 - 1500 Bathurst St Toronto, ON",Casa Loma,35000
"295 John St Belleville, ON",Belleville,274900
"2073 SWANFIELD ST Kingston, ON",Kingston,309000
"353 - 156 JOZO WEIDER Boulevard The Blue Mountains, ON",The Blue Mountains,179900
"#3 - 384 YONGE ST Toronto, ON",Toronto,99000
"1059 Dufferin St Toronto, ON",Dovercourt Park,1100000
"170 University Avenue Waterloo, ON",Waterloo,295000
"925 Bridle Path Cres Kingston, ON",Kingston,325000
"22 MCKENNA Avenue Kingston, ON",Rideau Heights,299900
"#210 - 4460 TUCANA CRT Mississauga, ON",Mississauga,319900
"1042 AVIGNON COURT Orleans, ON",Orléans,284900
"V/L SPRUCEWOOD V/L SPRUCEWOOD Windsor, ON",Windsor,995900
"39 Mohawk Drive Guelph, ON",Brant,399900
"3909 CHESSWOOD DR Toronto, ON",York University Heights,195000
"284 STONEWALK WAY Kinburn, ON",Kinburn,129900
"#427 - 300 MANITOBA ST Toronto, ON",Mimico,343000
"2428 Doulton Place Mississauga, ON",Mississauga,8998000
"1874 MONTMERE AVENUE Ottawa, ON",Orléans,569800
"47 Wellington St Hamilton, ON",Bruleville,595000
"40 MALLON AVE W Toronto, ON",Leslieville,859000
"715 Fischer Hallman Road Kitchener, ON",Laurentian West,9
"1623 WESTON RD Toronto, ON",Toronto,369000
"#728 - 231 Fort York Blvd Toronto, ON",Niagara,398880
"7660 CHARNWOOD AVE Niagara Falls, ON",Niagara Falls,399900
"521 UPPER SHERMAN Avenue Hamilton, ON",East Hamilton,249000
"829 Lockwood Circ Newmarket, ON",Stonehaven,1468000
"#725 - 250 MANITOBA ST Toronto, ON",Mimico,429900
"365 Doak Lane Newmarket, ON",Newmarket,698000
"25 Talbot Road Delhi, ON",Delhi,175000
"#9 - 1947 Lawrence Ave Toronto, ON",Weston,329900
"508 ROSEHILL AVENUE Ottawa, ON",Stittsville,314900
"70 PRESTIGE CIRCLE UNIT#2 Ottawa, ON",Orléans,269900
"#608 - 10 BELLAIR ST Toronto, ON",Toronto,7899000
"221 First Ave Shelburne, ON",Shelburne,224900
"5476 Fudge Terr Mississauga, ON",Erin Mills,759900
"#1703 - 5 CONCORDE PL Toronto, ON",Victoria Village,264000
"#5th Flr - 6075 Yonge St Toronto, ON",Newtonbrook,2708
"107 CRICKET CRESCENT Ottawa, ON",Dunrobin,312900
"821 Alness St Toronto, ON",York University Heights,199000
"1330 JALNA BL|Unit 118 London, ON",White Oaks,109900
"1986 OLYMPIA CRESCENT W Ottawa, ON",Elmvale - Eastway - Riverview - Riverview Park West,459900
"46 Bruce Farm Dr Toronto, ON",Bayview Woods - Steeles,49
"#1016 - 55 DE BOERS DR Toronto, ON",Toronto,352500
"#808 - 2542 ARGYLE RD Mississauga, ON",Cooksville,299900
"6497 MARINA DRIVE Ottawa, ON",Manotick,719900
"#3105 - 33 SINGER CRT Toronto, ON",Bayview Village,475000
"76 ADIS Avenue Hamilton, ON",Gurnett,489997
"#2609 - 2015 SHEPPARD AVE E Toronto, ON",Henry Farm,428000
"43 Kendleton Dr Toronto, ON",Rexdale,749900
"2208 FILLMORE CRESCENT Ottawa, ON",Beacon Hill North,389000
"808 2542 ARGYLE Road Mississauga, ON",Cooksville,299900
"187 Gordon Rd Toronto, ON",York Mills,5300000
"# 1006 - 699 ABERDEEN BV Midland, ON",Midland,589900
"971 RENDEZVOUS COURT Windsor, ON",East Riverside,369000
"723 Albert St Oshawa, ON",Lakeview,699900
"262 Weston Rd Toronto, ON",Rockcliffe - Smythe,799900
"13277 CENTERVILLE CREE RD Caledon, ON",Caledon,2699000
"35 Conifer Dr Toronto, ON",Markland Wood,1580000
"116 Woodlawn Road Guelph, ON",Waverley,359900
"30 MUIRHEAD CRES Richmond Hill, ON",Richmond Hill,1120000
"2637 FRONT LaSalle, ON",LaSalle,299900
"8956 TRISTAR Crescent Niagara Falls, ON",Niagara Falls,439900
"349 Barrie Rd Orillia, ON",Orillia,224900
"1460 Seagram Ave Oakville, ON",Oakville,1388888
"69 PELLAN WAY Ottawa, ON",Kanata,547500
"LOT 87 Stacey Drive Niagara Falls, ON",Niagara Falls,368900
"#1806 - 505 St Laurent Boulevard Ottawa, ON",Rockcliffe - Manor Park,149900
"3095 TILLMANN RD London, ON",Talbot,449900
"3016 CROZIER B ROAD Westport, ON",Westport,242900
"1240 Heron Road Ottawa, ON",Alta Vista,279900
"22 Brooke Ave Collingwood, ON",Collingwood,389000
"23 Parkview Hill Other Greater Napanee, ON",Greater Napanee,249900
"4 KENNETH Avenue Port Dover, ON",Port Dover,174900
"11B Maidenhair Lane Toronto, ON",Malvern,698888
"#523 - 20 BRUYERES MEWS Toronto, ON",Niagara,375000
"1136 Baldwin Rd Mississauga, ON",Lakeview,699000
"165 Coopershawk Street Kitchener, ON",Bridgeport North,556990
"140 Foundry Street Baden, ON",Baden,11
"127 LANGFORD BLVD Bradford West Gwillimbury, ON",Bradford West Gwillimbury,819999
"111 HEMLOCK STREET Petawawa, ON",Petawawa,229900
"#1611 - 125 WESTERN BATTERY RD Toronto, ON",Niagara,449900
"428 BAGOT Street Kingston, ON",Kingston,349900
"51 GOLFLINKS DRIVE Ottawa, ON",New Barrhaven,674900
"501 Seymour Dr Oakville, ON",West Oakville,899000
"78 FAIRFIELD Avenue Hamilton, ON",Homeside,279900
"#116 - 1 RIPLEY AVE Toronto, ON",Swansea,410000
"1093 Pinewood Pl Kingston, ON",Cataraqui Westbrook,234900
"5 3 SIMS ESTATE Place Kitchener, ON",Centreville Chicopee,599000
"LOT 18 LUMBERJACK TRAIL Perth, ON",Perth,110000
"2269 Marble Crescent Rockland, ON",Rockland,269900
"519 CENTRE ST &amp; 330 ALBERT ST Espanola, ON",Espanola,110000
"#3 - 16 VOGELL RD Richmond Hill, ON",Richmond Hill,94500
"602 Charlotte Windsor, ON",Remington Park,169900
"42 BEVERLEY Street Kingston, ON",Alwington,1100000
"232 Cardwell Lake Rd Utterson, ON",Huntsville,269900
"20 James Scott Rd Markham, ON",Markham,694888
"245 ST ANDREWS Street Cambridge, ON",Cambridge,279900
"3029 TRANS CANADA HIGHWAY HIGHWAY Ottawa, ON",Ottawa,799000
"3746 Bridgewater Street Niagara Falls, ON",Niagara Falls,325000
"449 * WESTNEY RD S Ajax, ON",Ajax,775000
"#201 - 80 Sandcastle Drive Ottawa, ON",Briar Green - Leslie Park,195000
"#120 - 80 HARRISON GARDEN BLVD Toronto, ON",Willowdale,529000
"#506 - 2721 VICTORIA PARK AVE Toronto, ON",Tam O'Shanter - Sullivan,309000
"2436 BYNG Windsor, ON",South Walkerville,179900
"380 11TH Street West Owen Sound, ON",Owen Sound,141900
"163 Eric Cres Timmins, ON",Timmins,178900
"#100 - 5415 DUNDAS ST W Toronto, ON",Islington - City Centre West,395000
"1096 WILLIAM ST London, ON",North London,1100000
"#209 - 3025 THE CREDIT WOODL RD Mississauga, ON",Mississauga,258800
"19 Jennet Street Fort Erie, ON",Bridgeburg,132500
"#12 - 2355 HEADON RD Burlington, ON",Burlington,549900
"28 SERENA Lane Guelph, ON",Guelph,875000
"#2301 - 33 Empress Ave Toronto, ON",Willowdale,355000
"#91 - 70 CASS AVE Toronto, ON",Tam O'Shanter,398800
"19 Front St Orillia, ON",Orillia,15
"29 Guest St Hamilton, ON",Ancaster,649000
"1724 DEVOS DR London, ON",Stoney Creek,279900
"104 - 11 CENTRE Street South Greater Napanee, ON",Napanee,189900
"712 MAIN Street East Shelburne, ON",Shelburne,2200000
"163 Laura Rd Toronto, ON",Jane and Finch,548800
". Bridgewater Rd Tweed, ON",Tweed,54900
"1096 Wigle Windsor, ON",Sandwich,109900
"4840 ONTARIO Avenue Niagara Falls, ON",Niagara Falls,130000
"1563 BUCKINGHAM Windsor, ON",East Windsor,134900
"8 Florence St Huntsville, ON",Huntsville,179000
"81 MARKHAM ST Toronto, ON",Trinity - Bellwoods,2990000
"611 Orchard Avenue Delhi, ON",Delhi,179900
"1136 Darnley Bl London, ON",Jackson,229900
"735 ASPDIN Road Huntsville, ON",Huntsville,649000
"49 SCOUT STREET Ottawa, ON",Civic Hospital - Experimental Farm - Central Park,385000
"1 TORONTO Street VILLAGE OF CHATSWORTH, ON",Markdale,163000
"D 220 KING Street N Waterloo, ON",Waterloo,98000
"214 Huntsville Drive Kanata, ON",Kanata,499900
"45 LAVENDER RD Toronto, ON",Silverthorn,659900
"LT 6 CENTRE RD Thorah Island, ON",Thorah Island,649900
"1618 DOGWOOD TR Mississauga, ON",Mineola,1198000
"#Ph 8 - 330 RED MAPLE RD Richmond Hill, ON",Bayview Glen,489000
"1503 CHOMLEY CRESCENT Ottawa, ON",Elmvale - Eastway - Riverview - Riverview Park West,559000
"#1813 - 300 FRONT ST W Toronto, ON",Toronto,515000
"61 ROSSINI DR Richmond Hill, ON",Richmond Hill,1299000
"31 DEWLANE DR Toronto, ON",Newtonbrook,1399000
"1423 FREEPORT DR Mississauga, ON",Mississauga,575000
"#1123 - 18 HARDING BLVD Richmond Hill, ON",Richmond Hill,328000
"1247 LEYTON AVE Kingston, ON",Cataraqui Westbrook,309900
"57 Ettrick Cres Toronto, ON",Pelmo Park,1299900
"1410 144 Park Street Waterloo, ON",Waterloo,389900
"6916 MARY ANNE DRIVE Greely, ON",Greely,424000
"1069 Lillian Windsor, ON",Walkerville,122900
"4 MAPLEBUSH TRAIL Perth, ON",Perth,99000
"#63 - 8177 Kipling Ave Vaughan, ON",Woodbridge,618888
"#2 - 4293 KING ST E Kitchener, ON",Pioneer Tower West,250000
"6235 Drummond Road Niagara Falls, ON",Niagara Falls,1149800
"205 THREE BAY ROAD Perth, ON",Perth,524900
"#907 - 2055 DANFORTH AVE Toronto, ON",East Danforth,459900
"155 Water Street Cambridge, ON",Christopher-Champlain,273750
"#91 - 14221 WINSTON CHURCHIL BLVD Caledon, ON",Caledon,29000
"0 SHERBROOKE Street West Cavan, ON",Cavan,99900
"#906 - 3025 QUEEN FREDERICA DR Mississauga, ON",Dixie,255000
"3765 LOGGERS WAY UNIT#114 Kinburn, ON",Kinburn,5
"3100 WINSTON CHURCHIL BLVD Mississauga, ON",Erin Mills,99000
"1104 JALNA BL|Unit 603 London, ON",White Oaks,164900
"502 DEWAN Street Strathroy, ON",Strathroy,249900
"401 VAUGHAN RD Toronto, ON",Toronto,18000
"390 PEARL Street Burlington, ON",Burlington,0
"5 TAMARACK CRT New Tecumseth, ON",Tottenham,229900
"9516 Walker McGregor, ON",McGregor,219000
"2285 DUNDAS ST W Toronto, ON",Roncesvalles Village,79000
"0 Chiswick Line Powassan, ON",Powassan,39900
"119 CADILLAC AVE S Oshawa, ON",Central Oshawa,489900
"#710 - 940 CALEDONIA RD S Toronto, ON",Glen Park,180000
"Hadlington Rd Wilberforce, ON",Tory Hill,30900
"1965 ALEXANDRA Windsor, ON",South Cameron,110000
"2288 FRONT RD LaSalle, ON",Windsor,239000
"44 PAGET Street SUNRIDGE, ON",Sundridge,139000
"#104 E - 216 PLAINS RD W Burlington, ON",Aldershot,365000
"1546 York Windsor, ON",South Central,114900
"172 HUMBERVALE BLVD Toronto, ON",Sunnylea,1899000
"#510 - 43 Hanna Ave Toronto, ON",Niagara,674000
"428 WILSON AVE Toronto, ON",Wilson Heights,279000
"537 -43 WYANDOTTE Windsor, ON",City Centre,379000
"174 Baldwin St Brighton, ON",Brighton,144900
"1020 MUSKOKA RD N Gravenhurst, ON",Gravenhurst,699000
"27 RUETER STREET Ottawa, ON",Barrhaven West - Old Barrhaven,264900
"17 Palmer Ave Bethany, ON",Bethany,579000
"LOT 82 Coulson Crescent Niagara Falls, ON",Niagara Falls,532400
"37 Salmon River Rd Roblin, ON",Roblin,329000
"271396 POUPORE RD Earlton, ON",Earlton,599000
"#1507 - 90 PARK LAWN RD Toronto, ON",Humber Bay,469900
"#103 - 457 Mcleod Street Ottawa, ON",Centretown,390000
"21 Wade Ave Toronto, ON",Wallace Emerson,2900000
"10 Hickory Street Waterloo, ON",Waterloo,1771500
"1075 EWING STREET Ottawa, ON",Hunt Club,289900
"6507 WALKER&#39;S Line Burlington, ON",Burlington,4800000
"128 Lamond St Centre Wellington, ON",Fergus,799000
"2 Robertsfield Cres Toronto, ON",Wexford - Maryvale,699000
"97 GIRAFFE AVE Brampton, ON",Brampton,510000
"1820 28TH AVE E Owen Sound, ON",Annan,625000
"16 ROBSON PL Toronto, ON",Newtonbrook,2499000
"LOT 22 Coulson Crescent Niagara Falls, ON",Niagara Falls,482000
"208 WITT ROAD Pembroke, ON",Pembroke,109900
"#502 - 22 LEADER LANE Toronto, ON",Toronto,599999
"976 Waters Beach Essex, ON",Harrow,99900
"#411 - 12 YONGE ST Toronto, ON",Toronto,539900
"#B202 - 98 CORNELL PARK AVE Markham, ON",Markham,345000
"1153 OSSINGTON AVE Toronto, ON",Davenport,788000
"39 Lorne St Huntsville, ON",Huntsville,149900
"536 FRONT Amherstburg, ON",Amherstburg,658000
"119 ELGIN MILLS RD W Richmond Hill, ON",Richmond Hill,949000
"191 Atherley Rd Orillia, ON",Orillia,299999
"37 PENHURST AVE Toronto, ON",The Queensway,890000
"#4411 - 12 YORK ST Toronto, ON",Toronto,519900
"33-39 Harwood Ave Ajax, ON",Ajax,2900000
"2501 TENTH CONCESSION C ROAD Ottawa, ON",Ottawa,1499900
"536 COUNTY RD 50 East Colchester, ON",Harrow,264900
"#A117 - 10 CARNATION AVE Toronto, ON",Long Branch,35000
"883 2ND Avenue East Owen Sound, ON",Owen Sound,69900
"110 WELLINGTON STREET Eganville, ON",Eganville,159000
"269 WHITE&#39;S HILL AVE Markham, ON",Markham,769900
"30 Parker St Meaford, ON",Meaford,369900
"12 CHAPMAN Street W Port Dover, ON",Port Dover,189900
"13 MILL Road South River, ON",South River,229000
"1706 Tecumseh Windsor, ON",University,349900
"820 Genovese Pl Mississauga, ON",East Credit,879900
"LOT 2 MAXOBEL RD Bluewater, ON",Bluewater,144900
"30 BLUENOSE Drive Port Dover, ON",Port Dover,459900
"#2302 - 1 Aberfoyle Cres Toronto, ON",Islington - City Centre West,875000
"166 DOUGLAS DR Toronto, ON",Toronto,3588000
"#104 - 915 KING ST W Toronto, ON",Niagara,499999
"31 STONE ROAD Douglas, ON",Douglas,69500
"#1719 - 700 HUMBERWOOD BLVD Toronto, ON",Rexdale,304900
"1865 Arrowgrass Way Orleans, ON",Orléans,312000
"11 BARRHAVEN CRESCENT Ottawa, ON",Barrhaven West - Old Barrhaven,379900
"84 GROSVENOR Street South Southampton, ON",Southampton,329000
"571 TAYLOR Avenue Temiskaming Shores, ON",New Liskeard,152000
"475 MEMORIAL AV Orillia, ON",Orillia,2900000
"5024 Crowsfoot Road Woolwich, ON",West Montrose,1395000
"#4 - 1575 DREW RD Mississauga, ON",Mississauga,526820
"8475 WYANDOTTE  E|Unit 114UP Windsor, ON",Riverside,234900
"7 451 Albert Street Waterloo, ON",Waterloo,239900
"PT 3 - 520 GOODWILL Drive Garson, ON",Sudbury,469000
"16 High Point Rd Toronto, ON",Bridle Path,18800000
"4649 HELSINKI Windsor, ON",Roseland,316900
"231 8111 FOREST GLEN Drive Niagara Falls, ON",Niagara Falls,414900
"422 Fryer Amherstburg, ON",Amherstburg,179900
"#1218 - 19 SINGER CRT Toronto, ON",Bayview Village,367000
"538 UPPER JAMES Street Hamilton, ON",Southam,485000
"LOT 6 MUNRO STREET Chalk River, ON",Chalk River,249900
"888 4th Concession Road W Flamborough, ON",Dundas,1199000
"246 SPRING CREEK Drive Waterdown, ON",Waterdown,0
"#9 - 6063 Kingston Rd Toronto, ON",Port Union,289000
"2416 WILHAVEN DRIVE Cumberland, ON",Cumberland - Estates,649900
"533 Avalon Lane Port Dover, ON",Simcoe,269900
"2040 SHORE RD|Unit 36 London, ON",River Bend,305900
"1209 CROSSFIELD AVE Kingston, ON",Cataraqui North,499900
"45 PENTON DRIVE Barrie, ON",Barrie,479900
"52 BARTON ST E Hamilton, ON",Central Hamilton,649000
"917 Howard Windsor, ON",City Centre,106000
"5187 RAVINE Crescent Burlington, ON",Burlington,599900
"285 West Acres Drive Guelph, ON",Parkwood Gardens,439900
"1687 OLD WOOLER RD Trenton, ON",Trenton,474900
"#2 - 1031 CYRIL GILL DR Gravenhurst, ON",Gravenhurst,1095000
"#127 - 5030 HEATHERLEIGH AVE Mississauga, ON",East Credit,519000
"1220 ATKINS DR Newmarket, ON",Newmarket,1036800
"#F-204 - 865 Passmore Ave Toronto, ON",Armdale,300
"936 FALCON Boulevard Burlington, ON",Aldershot,799000
"1251 Leyton Ave Kingston, ON",Cataraqui Westbrook,209900
"3128 Hiram Terrace Oakville, ON",Oakville,1138800
"51 B-LINE ROAD Pembroke, ON",Pembroke,59000
"8A Pickford Rd Toronto, ON",West Hill,749800
"248 GLADEVIEW PRIVATE Ottawa, ON",Greenboro East,369900
"30 Ancon Rd Vaughan, ON",Woodbridge,1098000
"190 Macassa Ave Hamilton, ON",Macassa,389999
"122 King Edward Avenue Ottawa, ON",Lower Town,359900
"517 BROADWAY AVE Toronto, ON",Leaside,2549000
"DAVID MANCHESTER ROAD DAVID MANCHESTER ROAD Ottawa, ON",Carp,496400
"2155 PELISSIER Windsor, ON",South Central,299900
"179 FINCH AVE E Toronto, ON",Willowdale,1999900
"794 LONSDALE ROAD Ottawa, ON",Rockcliffe - Manor Park,1025000
"326 JACKSON Street South Walkerton, ON",Walkerton,254900
"91 Naughton Dr Richmond Hill, ON",Richmond Hill,1799000
"182 MAIN Street Trout Creek, ON",Powassan,189900
"1067 ROWAN CRT Mississauga, ON",Mississauga,869800
"#22 - 384 YONGE ST Toronto, ON",Toronto,285000
"72 MILLER LAKE SHORE Road Northern Bruce Peninsula, ON",Miller Lake,599000
"#29 - 174 Colonnade Road Ottawa, ON",Industrial Park,14
"#321 - 2121 Lake Shore Blvd Toronto, ON",Humber Bay Shores,349900
"188 AIRPORT ROAD Petawawa, ON",Pembroke,219900
"12 Blucher Street Kitchener, ON",Mount Hope Huron Park,269000
"#705 - 100 WESTERN BATTERY RD Toronto, ON",Niagara,389900
"1278 Old Hwy 8 . Sheffield, ON",Sheffield,479900
"6990 FINANCIAL DR Mississauga, ON",Mississauga,175000
"45 CATHARINE Street Belleville, ON",Belleville,169000
"658 BRIDGE Windsor, ON",University,164900
"972 COLBORNE Street London, ON",North London,639900
"4570 -4576 Erie Avenue Niagara Falls, ON",Niagara Falls,200000
"3233 Derry Road Mississauga, ON",Malton,185000
"#1605 - 20 Mississauga Valley Blvd Mississauga, ON",Mississauga,249900
"#9 - 64 HAMILTON ST N Hamilton, ON",Waterdown,275000
"56 Laurentian Lane Orillia, ON",Orillia,379900
"10 Lucas Lane Ajax, ON",Ajax,399900
"7 The Point Rd Kingston, ON",Kingston,999900
"368 KINGSTON RD W Ajax, ON",Ajax,949000
"LOT 36 Clover St Kingston, ON",Beverley,454900
"1590 VILLA MARIA  S Windsor, ON",Roseland,299900
"#1707 - 825 CHURCH ST Toronto, ON",Toronto,899900
"1021 WESTON RD Toronto, ON",Mount Dennis,549000
"0 Tillings Rd Brighton, ON",Brighton,89900
"25 MARKET SQUARE Greater Napanee, ON",Napanee,149000
"249-253 10th St Hanover, ON",Hanover,459000
"#3 - 15 Murray Street Ottawa, ON",Byward Market - Parliament Hill,299900
"215 OAK STREET Eganville, ON",Eganville,162000
"565 ERINWOODS CIRCLE Ottawa, ON",New Barrhaven,624900
"321 PALACE ST Whitby, ON",Whitby,624900
"#302 - 28 Empress Ave Toronto, ON",Willowdale,427900
"143 Montreal Road Ottawa, ON",Vanier,950000
"6015 MAIN Street Niagara Falls, ON",Niagara Falls,469900
"#1723 - 38 JOE SHUSTER WAY Toronto, ON",Toronto,359900
"126 Pioneer Tower Road Kitchener, ON",Pioneer Tower West,990000
"341 JANETTE Street Kingston, ON",Cataraqui Westbrook,404900
"26 Hutchcroft Ave Toronto, ON",Milliken,829900
"5650 WINSTON CHURCHILL Boulevard Mississauga, ON",Erin Mills,0
"228 16TH Avenue Cochrane, ON",Cochrane,164900
"51-304 Deerhurst Dr Huntsville, ON",Huntsville,154900
"#4 - 1291 ROYAL YORK RD Toronto, ON",Edenbridge - Humber Valley,1799900
"32 SUGARBUSH Place Guelph, ON",West Willow Woods,489000
"1111 CHURCHILL STREET Cornwall, ON",Cornwall,174000
"LOT 17 Mcrobbie Windsor, ON",Forest Glade,465900
"#504 - 2480 PRINCE MICHAEL DR Oakville, ON",Oakville,439999
"1657 AINSLEY DRIVE Ottawa, ON",Braemar Park - Bel Air Heights - Copeland Park,354900
"5 LIGHTHALL CRES Toronto, ON",Malvern,649000
"#2 - 10 Old Colony Rd Richmond Hill, ON",Richmond Hill,580000
"#224 - 550 HIGHWAY 7 E Richmond Hill, ON",Richmond Hill,179000
"42 STEPHEN DR Toronto, ON",Humber Bay,669000
"97 Penetanguishene Rd Midland, ON",Midland,239500
"#243 - 15 MERCHANTS WHARF Toronto, ON",Toronto,401500
"674 COUNTY ROAD 9 East Greater Napanee, ON",Napanee,189900
"155 KILARNEY Lane Perth, ON",Perth,189000
"11712 COUNTY RD 42 Tecumseh, ON",Tecumseh,1900000
"#1710 - 88 CORPORATE DR Toronto, ON",Woburn,264900
"1680 TUCKER ROAD Rockland, ON",Rockland,613800
"269 LAURIER STREET Ottawa, ON",Rockland,40000
"4 St. Andrews Ci Huntsville, ON",Huntsville,679900
"256 RANKIN Windsor, ON",University,185000
"#1 A11 - 7215 GOREWAY DR Mississauga, ON",Malton,339900
"308 188 King Street S Waterloo, ON",Waterloo,315000
"51 MUSCAT CRES Ajax, ON",Ajax,998888
"#A204 - 16 Mallard Rd Toronto, ON",Don Mills,390000
"106 MAXOME AVE Toronto, ON",Newtonbrook,1728000
"28 SERENA LANE Guelph, ON",Guelph,875000
"30 Hansard Dr Vaughan, ON",Woodbridge,869000
"366 NORTH FRONT Street Belleville, ON",Belleville,290000
"303 Mara Rd Brock, ON",Beaverton,399900
"102 COMRIE Terrace Scarborough, ON",Cliffcrest,649900
"3208 Ribble Cres Oakville, ON",Palermo West,1749888
"65 HAMMERSMITH AVE Toronto, ON",The Beach,799900
"72 Havenhurst Crescent Ottawa, ON",Greenboro East,359900
"255 KEATS WAY Waterloo, ON",Beechwood,559900
"#521 - 36 BLUE JAYS WAY Toronto, ON",Toronto,314900
"4445 FULL MOON CIRC Mississauga, ON",Mississauga,769000
"398 Erb Street W Waterloo, ON",Beechwood,799900
"11 MARSH Street Ridgetown, ON",Ridgetown,99900
"345 ST DENIS STREET UNIT#117 Ottawa, ON",Vanier,309000
"724 Erskine Ave Peterborough, ON",Peterborough,8
"170 LAKESHORE Road East The Blue Mountains, ON",The Blue Mountains,175000
"#1106 - 100 Champagne Avenue Ottawa, ON",Centretown West,635000
"139 Skipton Crescent Cambridge, ON",East Hespeler,459900
"505 65 Highland Crescent Kitchener, ON",Victoria Hills,153000
"#2205 - 170 SUMACH ST Toronto, ON",Toronto,249000
"121 MILLEN RD Hamilton, ON",Stoney Creek,499000
"569 Pelissier Windsor, ON",City Centre,475000
"394 Albert St Espanola, ON",Espanola,174900
"438 FLORENCE Windsor, ON",East Riverside,199900
"Ptlot2 Highway 50 Caledon, ON",Caledon,1079000
"116 LAKESHORE Road East The Blue Mountains, ON",The Blue Mountains,779000
"#827 - 2 EVA RD Toronto, ON",Eatonville,274900
"#2601 - 15 GREENVIEW AVE Toronto, ON",Newtonbrook,334800
"110 ANNE STREET Barrie, ON",Barrie,100000
"8 BRIGHAM Avenue Binbrook, ON",Hamilton,474900
"#1312 - 65 SPEERS RD Oakville, ON",Kerr Village,298900
"201 KINGSLAKE RD Toronto, ON",Don Valley Village,1298000
"61 Macdonald Gardens Other Belleville, ON",Belleville,224900
"#603 - 310 Centrum Boulevard Orleans, ON",Orléans,547900
"57 Timberlane Dr Toronto, ON",Armour Heights,4950000
"154 PLANT ROAD Chalk River, ON",Chalk River,219900
"#1005 - 115 Antibes Dr Toronto, ON",Newtonbrook,398000
